2014-10-19T18:29:38+02:00,390.86
2014-10-19T18:20:45+02:00,391.36
2014-10-19T18:09:52+02:00,391.53
2014-10-19T17:57:55+02:00,391.09
2014-10-19T17:48:09+02:00,390.98
2014-10-19T17:30:21+02:00,391.77
2014-10-19T17:20:44+02:00,390.32
2014-10-19T17:11:31+02:00,391.08
2014-10-19T16:58:15+02:00,391.13
2014-10-19T16:48:51+02:00,391.07
2014-10-19T16:39:15+02:00,390.08
2014-10-19T16:29:34+02:00,389.93
2014-10-19T16:19:53+02:00,389.93
2014-10-19T16:11:41+02:00,389.8
2014-10-19T15:59:24+02:00,389.83
2014-10-19T15:49:49+02:00,389.08
2014-10-19T15:40:45+02:00,388.03
2014-10-19T15:30:19+02:00,388.81
2014-10-19T15:19:54+02:00,388.45
2014-10-19T15:10:33+02:00,387.96
2014-10-19T14:58:23+02:00,386.37
2014-10-19T14:48:50+02:00,386.75
2014-10-19T14:39:15+02:00,387.15
2014-10-19T14:28:57+02:00,385.92
2014-10-19T14:19:31+02:00,385.97
2014-10-19T14:09:33+02:00,386.05
2014-10-19T13:58:42+02:00,386.02
2014-10-19T13:49:57+02:00,386.13
2014-10-19T13:40:18+02:00,385.92
2014-10-19T13:29:47+02:00,386.19
2014-10-19T13:20:19+02:00,387
2014-10-19T13:10:01+02:00,387.12
2014-10-19T12:57:03+02:00,387.89
2014-10-19T12:46:54+02:00,387.79
2014-10-19T12:37:43+02:00,387.81
2014-10-19T12:27:25+02:00,387.63
2014-10-19T12:16:27+02:00,388.27
2014-10-19T12:07:46+02:00,387.23
2014-10-19T11:58:58+02:00,387.08
2014-10-19T11:49:49+02:00,387.81
2014-10-19T11:39:32+02:00,388.08
2014-10-19T11:29:10+02:00,389.78
2014-10-19T11:19:30+02:00,388.08
2014-10-19T11:10:38+02:00,392.92
2014-10-19T10:58:10+02:00,393.29
2014-10-19T10:48:23+02:00,393.03
2014-10-19T10:38:49+02:00,393.86
2014-10-19T10:28:40+02:00,392.65
2014-10-19T10:18:49+02:00,392.31
2014-10-19T10:09:02+02:00,392.94
2014-10-19T09:57:52+02:00,392.58
2014-10-19T09:48:26+02:00,392.58
2014-10-19T09:39:44+02:00,392.68
2014-10-19T09:28:37+02:00,393.08
2014-10-19T09:20:12+02:00,392.9
2014-10-19T09:10:34+02:00,392.58
2014-10-19T08:59:19+02:00,391.67
2014-10-19T08:49:59+02:00,391.79
2014-10-19T08:40:28+02:00,390.61
2014-10-19T08:29:49+02:00,392.02
2014-10-19T08:20:48+02:00,391.58
2014-10-19T08:10:36+02:00,391.79
2014-10-19T07:57:34+02:00,390.89
2014-10-19T07:48:32+02:00,392.64
2014-10-19T07:38:59+02:00,392.65
2014-10-19T07:28:23+02:00,392.07
2014-10-19T07:18:33+02:00,391.93
2014-10-19T07:10:41+02:00,391.8
2014-10-19T06:58:16+02:00,391.86
2014-10-19T06:48:14+02:00,391.86
2014-10-19T06:39:08+02:00,390.18
2014-10-19T06:28:27+02:00,392.37
2014-10-19T06:18:53+02:00,392.98
2014-10-19T06:09:04+02:00,393.01
2014-10-19T05:58:26+02:00,393.88
2014-10-19T05:48:59+02:00,393.66
2014-10-19T05:39:42+02:00,392.46
2014-10-19T05:28:53+02:00,393.85
2014-10-19T05:18:50+02:00,391.57
2014-10-19T05:08:53+02:00,390.07
2014-10-19T04:58:16+02:00,389.99
2014-10-19T04:48:40+02:00,390.01
2014-10-19T04:39:25+02:00,390.33
2014-10-19T04:29:38+02:00,389.54
2014-10-19T04:19:48+02:00,389.25
2014-10-19T04:09:58+02:00,389.64
2014-10-19T03:59:17+02:00,390.34
2014-10-19T03:49:59+02:00,391.18
2014-10-19T03:39:58+02:00,391.76
2014-10-19T03:30:11+02:00,392.05
2014-10-19T03:19:51+02:00,391.16
2014-10-19T03:10:08+02:00,390.23
2014-10-19T02:59:30+02:00,390.21
2014-10-19T02:50:09+02:00,390.39
2014-10-19T02:40:57+02:00,390.7
2014-10-19T02:30:06+02:00,391
2014-10-19T02:19:01+02:00,390.99
2014-10-19T02:10:42+02:00,390.96
2014-10-19T02:00:34+02:00,391.05
2014-10-19T01:50:27+02:00,391.65
